merchant_name,merchant_area,latitude,longitude,rating,main_category,sub_category,product,price
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Tenderloin Double,42000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Beef Steak,42000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Blackpepper,42000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Chicken Mushroom,33000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Chicken Pepper,32000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Sirloin Import 175 Gram,80000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Rib Eye Import 175 Gram,80000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Chicken Steak Geprek,25000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Sirloin Steak Geprek,30000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Tenderloin Steak Geprek,30000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Steak Cumi,30000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Steak Tuna Pepper,35000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Steak Tuna Mushroom,35000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Steak Dori Crispy,30000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,aneka_nasi,Nasi,6000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Kuah Steak,6000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Chicken Drumstick,25000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Spaghetty,20000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Kentang Lokal,13000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Frenchfries,15000.0
"Abe Steak, Cibubur",Bekasi,-6.283989517,107.0717291,4.1,Makanan,barat,Chicken Drumstick,25000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Tas ABUBA ( Max 5 Box ),13200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Rib Eye Wagyu 4-5,275000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Rib Eye Wagyu 6-7,344300.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Tenderloin Wagyu,352000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Sirloin Wagyu 4-5,255200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Sirloin Wagyu 6-7,337700.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Tenderloin Local,115500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Tenderloin Nz,168300.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Tenderloin Us,258500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Sirloin Nz,145200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Sirloin Us,179300.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Sirloin Lokal,107800.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Rib Eye Nz,145200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Rib Eye Us,192500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Lamb Chop Nz,134200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Battered Dory Fish Regular,88000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Battered Dory Spicy,88000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Salmon Steak,141900.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Fish Bite Regular,49500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Fish Bite Spicy,49500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,T-Bone Local,129800.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,T-Bone Nz,170500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Boneless Fried Chicken Regular,77000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Boneless Fried Chicken Spicy,77000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Grilled Chicken Steak,77000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Grilled Chicken Wings,55000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Chicken Pop Corn Regular,51700.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Chicken Pop Corn Spicy,51700.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Chicken Wings Crush Garlic,62700.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Chicken Wings Crush Hot,62700.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Chicken Pop Corn With Butter Rice,51700.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Spaghetti Bolognese Kids Meal,66000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Grilled Meatball Vegetable & Potato,51700.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Beef Patty Steak,77000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Grilled Meatball,49500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Mix Beef Rice,60500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Abuba Signature Salad,52800.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Creamy Fun Fries,48400.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Spicy Fun Fries,48400.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Veggie Fruit Salad,36300.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,French Fries Original,29700.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Veggie Fruit Salad With Sesame Dressing,36300.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Beef Lasagna,66000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Fettuccine Carbonara,66000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Spaghetti Bolognese,66000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Sweet Corn,24200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Mix vegetables,24200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Potato Wedges,24200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Mashed Potato,24200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Mushroom Sauce,13200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Tartar Sauce,14300.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Blackpepper Sauce,13200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Barbecue Sauce,13200.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Lychee Popping Boba,33000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Peach Popping Boba,33000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Crunchy Vegan Fried Chicken Reg,88000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Crunchy Vegan Fried Chicken Spicy,88000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Vegan Beef Mix Rice,93500.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Vegan Beef Steak,110000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Vegan Chi-Pop,66000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Vegan Chic Mix Rice,99000.0
"Abuba Steak, Cikarang",Bekasi,-6.343375688,107.1541289,4.8,Makanan,barat,Vegan Chicken Steak,88000.0
Arangsimpur,Tangerang,-6.248792885,106.6231823,4.8,Makanan,chinese,Tiam MIE,34000.0
Arangsimpur,Tangerang,-6.248792885,106.6231823,4.8,Makanan,chinese,TiamMie,39000.0
Arangsimpur,Tangerang,-6.248792885,106.6231823,4.8,Makanan,chinese,Nasi Goreng Sapi,48000.0
Arangsimpur,Tangerang,-6.248792885,106.6231823,4.8,Makanan,chinese,Kwetiaw Sapi,48000.0
Arangsimpur,Tangerang,-6.248792885,106.6231823,4.8,Makanan,chinese,Telur  CEPLOK,6000.0
Arangsimpur,Tangerang,-6.248792885,106.6231823,4.8,Makanan,chinese,Kwetiaw Kengci,29000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Ayam Full,100000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,aneka_nasi,Nasi,6000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Ayam Dada,25000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Ayam Paha,25000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Kepala Ayam,6000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Ceker Ayam,6000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Ati Ampela Ayam,6000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Usus Ayam,7500.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Ati Ampela Bebek,12000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Paha Bebek,36000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Kepala Bebek,12000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Dada Bebek,36000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Tempe,4000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Tahu,4000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Pete,12000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Peyek,9000.0
Ayam Trolok,Bogor,-6.637020233,106.8298389,4.6,Makanan,ayam__bebek,Kulit Ayam,7500.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Sosis Kecil Bakar/ Goreng,6000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Sosis Bakar/Goreng Jumbo,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Sosis Bakar/Goreng Sedang Keju,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Sosis Bakar/goreng Sedang Lada Hitam,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Sosis Bakar/goreng Sedang Original,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,lobster Bakar/goreng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Cikuwa Bakar/goreng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Dampling Cheese Bakar/goreng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Bakso Bakar/Goreng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,bola Udang Bakar/Goreng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,CrabStik bakar,7000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Skelep Bakar/Goreng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Baso Ikan bakar/goreng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Bakso Salmon Bakar/Goreng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Otak-otak Singapur Bakar/goreng,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Otak-otak Bakar/goreng,7000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,udang bakar/Goreng,9000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Maklor ( Makaroni Telur),15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Cireng,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Tokoyaki  isi 5,12000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Telur Gulung Original,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Cilor Tusuk,13000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Telor Gulung Isi,25000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Sempol Isi 5,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Kaki Naga Isi 5,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Naget Cham  Isi 5,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Kentang Goreng,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Cilor (Aci Telor),15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Mielor (Mie Telur),12000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Omlet (Mie + Telur),20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,martabak,Martabak Telur Loyang,18000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,martabak,Martabak Telur Terigu Loyang,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,martabak,Martabak Telur Puyuh,18000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,martabak,Lumpia Telor Ayam,18000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,martabak,Lumpia Telor Bebek,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Otak-otak Kriuk,12000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Bakso Kriuk,12000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Makaroni Pedas,12000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,kripik Kaca,12000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Makaroni Spiral,12000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Indomi Kuah + Telur,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Indomie goreng + Telur,15000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Indomie Kuah + Bakso,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Indomie Soto Telur + Bakso Sosis,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Super Bihun Kuah Telur + Bakso,23000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Indomi Goreng Mix Ceker Mercon,25000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Indomie Goreng Mix Ceker+Bakso Mercon,25000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Indomie Soto  Telur + Ceker Mercon,25000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Otak-otak Mercon,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Bakso Mercon,20000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Ceker Mercon,25000.0
BABAKARAN BUNDA DAFA,Jakarta Utara,-6.137077266,106.8378145,NAN,Makanan,jajanan,Ceker Mix Bakso Mercon,25000.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,jajanan,275 Gr Tenderloin Beef With Truffle Sauce,626200.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Chicken Croffle Truffle,246700.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Single Serve Croffle with Ovomaltine,35400.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Cinnamon Rolls Ovomaltine,48100.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Ovomaltine Raspberry Tart,48100.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Almond Croissant,40500.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Bacon & cheese croissant,35400.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Butter croissant,25300.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Choco lava croissant,38000.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Nutella Pain au Chocolat,35400.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Peanut butter & jelly croissant,35400.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Salted egg yolk croissant,35400.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Triple Cheese Croissant,35400.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Truffle Mushroom croissant,35400.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Garlic Cheese Bread,48100.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Bacon & cheese quiche,44300.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Spinach mushroom quiche,44300.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Beef Pie,50600.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Chicken Mushroom Pie,50600.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Pain Au Raisin,31600.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Pain Au Praline,35400.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Vanilla Bomboloni,19000.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Chocolate Brownies Bomboloni,19000.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Biscoff Lotus Bomboloni,25300.0
"Bakerman, SCBD",Jakarta Selatan,-6.229920102,106.807157,4.5,Makanan,roti,Lemon Meringue Bomboloni,19000.0
